i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
3238,3356,pop_10_op_e2_n0_250825_182734,pop_11_op_m2_n10_250825_195041,0.0878274,0.12880999
3237,4155,pop_10_op_e1_n9_250825_181006,pop_3_op_m1_n18_250825_130546,0.016123492,2.48963
2146,3854,pop_16_op_e2_n19_250822_002000,pop_18_op_m1_n15_251114_123555,0.0131014185,0.13182999
3332,3354,pop_11_op_e2_n7_250825_192131,pop_11_op_m1_n9_250825_193956,0.008883718,0.46883
749,755,pop_18_op_e2_n19_250819_193750,pop_18_op_e2_n6_250819_193750,0.0026790649,0.15802002
787,4185,pop_18_op_m2_n17_250819_213621,pop_3_op_m2_n9_250825_132000,0.027942635,3.20555
2309,2328,pop_18_op_m1_n10_250822_030838,pop_18_op_m2_n0_250822_032258,0.006983358,13.74296
3061,4359,pop_9_op_e2_n8_250821_190214,pop_6_op_e2_n11_250825_151150,0.008969313,8.4166
707,3100,pop_17_op_m2_n14_250819_173837,pop_9_op_m2_n9_250821_192903,0.00895619,0.09378001
2311,3655,pop_18_op_m1_n12_250822_030838,pop_15_op_m1_n1_250826_002514,0.028347256,0.28345
480,3235,pop_14_op_m2_n12_250819_061049,pop_10_op_e1_n7_250825_181006,0.046529483,8.595309
805,2303,pop_19_op_e1_n15_250819_223305,pop_18_op_e2_n5_250822_025350,0.007485697,4.81415
696,2073,pop_17_op_m1_n4_250819_163859,pop_15_op_e2_n4_250821_233607,0.008993163,2.92126
772,2514,pop_18_op_m1_n3_250819_203800,pop_2_op_e1_n7_250821_140752,0.024948455,0.359
1770,2946,pop_11_op_e2_n19_250821_203358,pop_7_op_m2_n5_250821_180122,0.021028202,1.8942001
536,1109,pop_15_op_m1_n12_250819_085901,pop_4_op_e1_n19_250816_190028,0.013957728,8.594589
1401,4036,pop_7_op_m2_n5_250818_030647,pop_2_op_e1_n12_250825_115049,0.041595053,7.3490696
1410,3177,pop_8_op_e1_n13_250818_041433,pop_0_op_i1_n9_250825_093130,0.044457514,5.1333303
2928,3068,pop_7_op_m1_n7_250821_175151,pop_9_op_m1_n14_250821_191812,0.011449966,0.09247002
2821,3492,pop_6_op_e2_n15_250821_165201,pop_13_op_m1_n12_250825_214156,0.013182718,0.013200015
